id,type,thumbnail,image,name,description,yearpublished,minplayers,maxplayers,players_1_best,players_1_recommended,players_1_notrecommended,players_2_best,players_2_recommended,players_2_notrecommended,players_3_best,players_3_recommended,players_3_notrecommended,players_4_best,players_4_recommended,players_4_notrecommended,players_5_best,players_5_recommended,players_5_notrecommended,players_6_best,players_6_recommended,players_6_notrecommended,players_7_best,players_7_recommended,players_7_notrecommended,players_8_best,players_8_recommended,players_8_notrecommended,playingtime,minplaytime,maxplaytime,minage,language_dependence_1,language_dependence_2,language_dependence_3,language_dependence_4,language_dependence_5,category_abstract_strategy,category_action_dexterity,category_adventure,category_age_of_reason,category_american_civil_war,category_american_indian_wars,category_american_revolutionary_war,category_american_west,category_ancient,category_animals,category_arabian,category_aviationaflight,category_bluffing,category_book,category_card_game,category_childrens_game,category_city_building,category_civil_war,category_civilization,category_collectible_components,category_comic_book_strip,category_deduction,category_dice,category_economic,category_educational,category_electronic,category_environmental,category_expansion_for_base_game,category_exploration,category_fan_expansion,category_fantasy,category_farming,category_fighting,category_game_system,category_horror,category_humor,category_industry_manufacturing,category_korean_war,category_mafia,category_math,category_mature_adult,category_maze,category_medical,category_medieval,category_memory,category_miniatures,category_modern_warfare,category_movies_tv_radio_theme,category_murdermystery,category_music,category_mythology,category_napoleonic,category_nautical,category_negotiation,category_novel_based,category_number,category_party_game,category_pike_and_shot,category_pirates,category_political,category_post_napoleonic,category_prehistoric,category_print_play,category_puzzle,category_racing,category_real_time,category_religious,category_renaissance,category_science_fiction,category_space_exploration,category_spiessecret_agents,category_sports,category_territory_building,category_trains,category_transportation,category_travel,category_trivia,category_video_game_theme,category_vietnam_war,category_wargame,category_word_game,category_world_war_i,category_world_war_ii,category_zombies,mechanic_acting,mechanic_action_movement_programming,mechanic_action_point_allowance_system,mechanic_area_control_area_influence,mechanic_area_enclosure,mechanic_area_movement,mechanic_area_impulse,mechanic_auctionbidding,mechanic_bettingwagering,mechanic_campaign_battle_card_driven,mechanic_card_drafting,mechanic_chit_pull_system,mechanic_co_operative_play,mechanic_commodity_speculation,mechanic_crayon_rail_system,mechanic_deck_pool_building,mechanic_dice_rolling,mechanic_grid_movement,mechanic_hand_management,mechanic_hex_and_counter,mechanic_line_drawing,mechanic_memory,mechanic_modular_board,mechanic_paper_and_pencil,mechanic_partnerships,mechanic_pattern_building,mechanic_pattern_recognition,mechanic_pick_up_and_deliver,mechanic_player_elimination,mechanic_point_to_point_movement,mechanic_press_your_luck,mechanic_rock_paper_scissors,mechanic_role_playing,mechanic_roll_spin_and_move,mechanic_routenetwork_building,mechanic_secret_unit_deployment,mechanic_set_collection,mechanic_simulation,mechanic_simultaneous_action_selection,mechanic_singing,mechanic_stock_holding,mechanic_storytelling,mechanic_take_that,mechanic_tile_placement,mechanic_time_track,mechanic_trading,mechanic_trick_taking,mechanic_variable_phase_order,mechanic_variable_player_powers,mechanic_voting,mechanic_worker_placement,users_rated,average_rating,bayes_average_rating,stddev,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
126163,boardgame,//cf.geekdo-images.com/images/pic1413480_t.jpg,//cf.geekdo-images.com/images/pic1413480.jpg,Tzolk'in: The Mayan Calendar,"Tzolkin: The Mayan Calendar presents a new game mechanism: dynamic worker placement. Players representing different Mayan tribes place their workers on giant connected gears, and as the gears rotate they take the workers to different action spots.&#10;&#10;During a turn, players can either (a) place one or more workers on the lowest visible spot of the gears or (b) pick up one or more workers. When placing workers, they must pay corn, which is used as a currency in the game. When they pick up a worker, they perform certain actions depending on the position of the worker. Actions located &quot;later&quot; on the gears are more valuable, so it's wise to let the time work for you &ndash; but players cannot skip their turn; if they have all their workers on the gears, they have to pick some up.&nbsp;&#10;&#10;The game ends after one full revolution of the central Tzolkin gear. There are many paths to victory. Pleasing the gods by placing crystal skulls in deep caves or building many temples are just two of those many paths...&#10;&#10;",2012,2,4,0,7,132,44,156,21,64,144,6,169,54,9,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17109,7.94635,7.80042,1.26035,19454,145,1241,5152,2849,1128,3.6099
164928,boardgame,//cf.geekdo-images.com/images/pic2578828_t.png,//cf.geekdo-images.com/images/pic2578828.png,Orlans,"During the medieval goings-on around Orl&eacute;ans, you must assemble a following of farmers, merchants, knights, monks, etc. to gain supremacy through trade, construction and science in medieval France.&#10;&#10;In the city of Orl&eacute;ans and the area of the Loire, you can take trade trips to other cities to acquire coveted goods and build trading posts. You need followers and their abilities to expand your dominance by putting them to work as traders, builders, and scientists. Knights expand your scope of action and secure your mercantile expeditions. Craftsmen build trading stations and tools to facilitate work. Scholars make progress in science, and last but not least it cannot hurt to get active in monasteries since with monks on your side you are much less likely to fall prey to fate.&#10;&#10;In Orl&eacute;ans, you will always want to take more actions than possible, and there are many paths to victory. The challenge is to combine all elements as best as possible with regard to your strategy.&#10;&#10;",2014,2,4,0,5,47,17,53,15,25,47,4,58,14,8,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8018,8.06917,7.78959,1.1431,9870,72,977,3487,1330,377,3.1061
68448,boardgame,//cf.geekdo-images.com/images/pic860217_t.jpg,//cf.geekdo-images.com/images/pic860217.jpg,7 Wonders,"You are the leader of one of the 7 great cities of the Ancient World. Gather resources, develop commercial routes, and affirm your military supremacy. Build your city and erect an architectural wonder which will transcend future times.&#10;&#10;7 Wonders lasts three ages. In each age, players receive seven cards from a particular deck, choose one of those cards, then pass the remainder to an adjacent player. Players reveal their cards simultaneously, paying resources if needed or collecting resources or interacting with other players in various ways. (Players have individual boards with special powers on which to organize their cards, and the boards are double-sided). Each player then chooses another card from the deck they were passed, and the process repeats until players have six cards in play from that age. After three ages, the game ends.&#10;&#10;In essence, 7 Wonders is a card development game. Some cards have immediate effects, while others provide bonuses or upgrades later in the game. Some cards provide discounts on future purchases. Some provide military strength to overpower your neighbors and others give nothing but victory points. Each card is played immediately after being drafted, so you'll know which cards your neighbor is receiving and how his choices might affect what you've already built up. Cards are passed left-right-left over the three ages, so you need to keep an eye on the neighbors in both directions.&#10;&#10;Though the box of earlier editions is listed as being for 3&ndash;7 players, there is an official 2-player variant included in the instructions.&#10;&#10;",2010,2,7,1,10,750,103,288,588,303,710,114,712,468,27,563,572,39,260,716,109,237,650,187,0,0,0,30,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50949,7.83896,7.75344,1.26958,65306,763,1058,7436,9295,3487,2.3441
122515,boardgame,//cf.geekdo-images.com/images/pic2278942_t.jpg,//cf.geekdo-images.com/images/pic2278942.jpg,Keyflower,"Keyflower is a game for two to six players played over four rounds. Each round represents a season: spring, summer, autumn, and finally winter. Each player starts the game with a &quot;home&quot; tile and an initial team of eight workers, each of which is colored red, yellow, or blue. Workers of matching colors are used by the players to bid for tiles to add to their villages. Matching workers may alternatively be used to generate resources, skills and additional workers, not only from the player's own tiles, but also from the tiles in the other players' villages and from the new tiles being auctioned.&#10;&#10;In spring, summer and autumn, more workers will arrive on board the Keyflower and her sister boats, with some of these workers possessing skills in the working of the key resources of iron, stone and wood. In each of these seasons, village tiles are set out at random for auction. In the winter no new workers arrive and the players select the village tiles for auction from those they received at the beginning of the game. Each winter village tile offers VPs for certain combinations of resources, skills and workers. The player whose village and workers generate the most VPs wins the game.&#10;&#10;Keyflower presents players with many different challenges and each game will be different due to the mix of village tiles that appear in that particular game. Throughout the game, players will need to be alert to the opportunities to best utilize their various resources, transport and upgrade capability, skills and workers.&#10;&#10;Keyflower, a joint design between Richard Breese and Sebastian Bleasdale, is the seventh game in the &quot;Key&quot; series from R&amp;D Games set in the medieval &quot;Key&quot; land.&#10;&#10;",2012,2,6,0,4,89,30,127,25,72,104,2,122,61,2,26,96,30,9,73,57,0,0,0,0,0,0,120,90,120,12,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11494,7.94372,7.75347,1.27884,14074,149,1227,4408,2198,669,3.3378
124361,boardgame,//cf.geekdo-images.com/images/pic3453267_t.jpg,//cf.geekdo-images.com/images/pic3453267.jpg,Concordia,"Two thousand years ago, the Roman Empire ruled the lands around the Mediterranean Sea. With peace at the borders, harmony inside the provinces, uniform law, and a common currency, the economy thrived and gave rise to mighty Roman dynasties as they expanded throughout the numerous cities. Guide one of these dynasties and send colonists to the remote realms of the Empire; develop your trade network; and appease the ancient gods for their favor &mdash; all to gain the chance to emerge victorious!&#10;&#10;Concordia is a peaceful strategy game of economic development in Roman times for 2-5 players aged 13 and up. Instead of looking to the luck of dice or cards, players must rely on their strategic abilities. Be sure to watch your rivals to determine which goals they are pursuing and where you can outpace them! In the game, colonists are sent out from Rome to settle down in cities that produce bricks, food, tools, wine, and cloth. Each player starts with an identical set of playing cards and acquires more cards during the game. These cards serve two purposes:&#10;&#10;&#10;    They allow a player to choose actions during the game.&#10;    They are worth victory points (VPs) at the end of the game. &#10;&#10;&#10;Concordia is a strategy game that requires advance planning and consideration of your opponent's moves. Every game is different, not only because of the sequence of new cards on sale but also due to the modular layout of cities. (One side of the game board shows the entire Roman Empire with 30 cities for 3-5 players, while the other shows Roman Italy with 25 cities for 2-4 players.) When all cards have been sold, the game ends. The player with the most VPs from the gods (Jupiter, Saturnus, Mercurius, Minerva, Vesta, etc.) wins the game.&#10;&#10;",2013,2,5,0,1,78,14,101,23,49,96,1,101,48,2,28,83,21,0,0,0,0,0,0,0,0,0,100,100,100,13,0,15,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9701,7.97449,7.74962,1.17448,10472,68,1465,4639,1909,556,3.1457
205637,boardgame,//cf.geekdo-images.com/images/pic3122349_t.jpg,//cf.geekdo-images.com/images/pic3122349.jpg,Arkham Horror: The Card Game,"Description from the publisher:&#10;&#10;Something evil stirs in Arkham, and only you can stop it. Blurring the traditional lines between roleplaying and card game experiences, Arkham Horror: The Card Game is a Living Card Game of Lovecraftian mystery, monsters, and madness!&#10;&#10;In the game, you and your friend (or up to three friends with two Core Sets) become characters within the quiet New England town of Arkham. You have your talents, sure, but you also have your flaws. Perhaps you've dabbled a little too much in the writings of the Necronomicon, and its words continue to haunt you. Perhaps you feel compelled to cover up any signs of otherworldly evils, hampering your own investigations in order to protect the quiet confidence of the greater population. Perhaps you'll be scarred by your encounters with a ghoulish cult.&#10;&#10;No matter what compels you, no matter what haunts you, you'll find both your strengths and weaknesses reflected in your custom deck of cards, and these cards will be your resources as you work with your friends to unravel the world's most terrifying mysteries.&#10;&#10;Each of your adventures in Arkham Horror LCG carries you deeper into mystery. You'll find cultists and foul rituals. You'll find haunted houses and strange creatures. And you may find signs of the Ancient Ones straining against the barriers to our world...&#10;&#10;The basic mode of play in Arkham LCG is not the adventure, but the campaign. You might be scarred by your adventures, your sanity may be strained, and you may alter Arkham's landscape, burning buildings to the ground. All your choices and actions have consequences that reach far beyond the immediate resolution of the scenario at hand &mdash; and your actions may earn you valuable experience with which you can better prepare yourself for the adventures that still lie before you.&#10;&#10;",2016,1,2,32,68,6,78,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,120,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4317,8.41869,7.74909,1.31825,9728,88,551,2988,784,122,3.041
193738,boardgame,//cf.geekdo-images.com/images/pic3113247_t.jpg,//cf.geekdo-images.com/images/pic3113247.jpg,Great Western Trail,"Description from the publisher:&#10;&#10;America in the 19th century: You are a rancher and repeatedly herd your cattle from Texas to Kansas City, where you send them off by train. This earns you money and victory points. Needless to say, each time you arrive in Kansas City, you want to have your most valuable cattle in tow. However, the &quot;Great Western Trail&quot; not only requires that you keep your herd in good shape, but also that you wisely use the various buildings along the trail. Also, it might be a good idea to hire capable staff: cowboys to improve your herd, craftsmen to build your very own buildings, or engineers for the important railroad line.&#10;&#10;If you cleverly manage your herd and navigate the opportunities and pitfalls of Great Western Trail, you surely will gain the most victory points and win the game.&#10;&#10;",2016,2,4,0,0,60,20,71,6,67,33,0,30,45,16,0,0,0,0,0,0,0,0,0,0,0,0,150,75,150,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4133,8.27269,7.74652,1.18829,5527,21,960,3710,703,178,3.736
183394,boardgame,//cf.geekdo-images.com/images/pic2649952_t.jpg,//cf.geekdo-images.com/images/pic2649952.jpg,Viticulture Essential Edition,"In Viticulture, the players find themselves in the roles of people in rustic, pre-modern Tuscany who have inherited meager vineyards. They have a few plots of land, an old crushpad, a tiny cellar, and three workers. They each have a dream of being the first to call their winery a true success.&#10;&#10;The players are in the position of determining how they want to allocate their workers throughout the year. Every season is different on a vineyard, so the workers have different tasks they can take care of in the summer and winter. There's competition over those tasks, and often the first worker to get to the job has an advantage over subsequent workers.&#10;&#10;Fortunately for the players, people love to visit wineries, and it just so happens that many of those visitors are willing to help out around the vineyard when they visit as long as you assign a worker to take care of them. Their visits (in the form of cards) are brief but can be very helpful.&#10;&#10;Using those workers and visitors, players can expand their vineyards by building structures, planting vines (vine cards), and filling wine orders (wine order cards). Players work towards the goal of running the most successful winery in Tuscany.&#10;&#10;Viticulture - Essential Edition comes with components for Viticulture, but adds some of the expansions from Tuscany, including 36 Mama &amp; Papa cards, Field cards (previously known as &quot;Properties&quot;), expanded/revised Visitors, and 24 Automa cards (solo variant), along with a couple of minor rule changes.&#10;&#10;Card Totals&#10;&#10;The Viticulture Essential Edition contains 154 cards at the 44 x 67 mm size and 88 cards at the 63 x 88 mm size.&#10;&#10;",2015,1,6,3,30,4,12,34,2,25,14,0,31,14,0,8,22,4,1,22,17,0,0,0,0,0,0,90,90,90,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4696,8.20194,7.73768,1.18488,7351,40,745,2498,786,146,2.9521
171623,boardgame,//cf.geekdo-images.com/images/pic2461346_t.png,//cf.geekdo-images.com/images/pic2461346.png,The Voyages of Marco Polo,"In 1271, 17-year-old Marco Polo started on a journey to China with his father and older brother. After a long and grueling journey that led through Jerusalem and Mesopotamia and over the &quot;Silk Road&quot;, they reached the court of Kublai Khan in 1275.&#10;&#10;In The Voyages of Marco Polo, players recreate this journey, with each player having a different character and special power in the game. The game is played over five rounds. Each round, the players roll their five personal dice and can perform one action each turn with them. The five main actions are shown on the bottom part of the board:&#10;&#10;&#10;    Get resources with 1-3 dice, depending on the value of the resource (camels, pepper, silk, gold). The first player for each resource gets them for free; the later ones have to pay according to the value shown on the dice.&#10;&#10;&#10;&#10;    Take one resource of your choice and two camels. Each player sets the minimum value for the future dice.&#10;&#10;&#10;&#10;    Earn money, with any one die netting you five money.&#10;&#10;&#10;&#10;    Purchase orders: The value of one die unlocks the orders up to that number (shown on the spaces) and allows you to buy one or two of those orders. Orders are refreshed and placed at the beginning of each round. To fulfill an order, players have to spend resources for victory points, other resources, camels, and more.&#10;&#10;&#10;&#10;    Travel: Two dice are placed to unlock the distance that can be traveled on the upper part of the board, that is, the map. Here, the traveler piece of each player starts at Venice and can decide between several routes eastward, all the way to Beijing. When a traveler stops at a city, they place a marker there, giving them access to a different additional action for the rest of the game.&#10;&#10;&#10;After five rounds, the game ends with players receiving victory points for arriving in Beijing, fulfilling the most orders, and having reached the cities on secret city cards that each player gets at the start of the game; these points are added to the VPs gained during the game.&#10;&#10;Auf den Spuren von Marco Polo should not be confused with Marco Polo Expedition, which had the same German title.&#10;&#10;",2015,2,4,1,7,71,18,116,11,47,88,0,89,46,5,0,0,0,0,0,0,0,0,0,0,0,0,100,40,100,12,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8791,7.99527,7.73182,1.22313,10004,65,1116,3592,1357,555,3.1784
18602,boardgame,//cf.geekdo-images.com/images/pic1638795_t.jpg,//cf.geekdo-images.com/images/pic1638795.jpg,Caylus,"Once upon a time ...&#10;1289. To strengthen the borders of the Kingdom of France, King Philip the Fair decided to have a new castle built. For the time being, Caylus is but a humble village, but soon, workers and craftsmen will be flocking by the cartload, attracted by the great prospects. Around the building site, a city is slowly rising up.&#10;&#10;The players embody master builders. By building the King's castle and developing the city around it, they earn prestige points and gain the King's favor. When the castle is finished, the player who has earned the most prestige wins the game.  The expansion Caylus Expansion: The Jeweller was included in the 2nd Edition.&#10;&#10;Each turn, players pay to place their workers in various buildings in the village. These buildings allow players to gather resources or money, or to build or upgrade buildings with those resources. Players can also use their resources to help build the castle itself, earning points and favors from the king, which provide larger bonuses. Building a building provides some immediate points, and potentially income throughout the game, since players receive bonuses when others use their buildings. The buildings chosen by the players have a heavy impact on the course of the game, since they determine the actions that will be available to all the players.&#10;&#10;As new buildings are built, they stretch along a road stretching away from the castle, and not all buildings can be used every turn. Players have some control over which buildings are active by paying to influence the movement of the Provost marker. The final position of the marker is the newest building that can be used that turn. The Provost marker also helps determine the movement of the Bailiff marker, which determines the end of the game. Generally, if players are building many buildings and the Provost is generous in allowing them to be used, the game ends more quickly.&#10;&#10;",2005,2,5,0,11,288,139,288,84,341,198,9,247,255,22,67,231,178,0,0,0,0,0,0,0,0,0,150,60,150,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21692,7.86272,7.72927,1.47781,21769,402,969,4628,5413,2980,3.8218
150376,boardgame,//cf.geekdo-images.com/images/pic3016500_t.jpg,//cf.geekdo-images.com/images/pic3016500.jpg,Dead of Winter: A Crossroads Game,"Game description from the publisher:&#10;&#10;&quot;Crossroads&quot; is a new series from Plaid Hat Games that tests a group of survivors' ability to work together and stay alive while facing crises and challenges from both outside and inside.&#10;&#10;Dead of Winter: A Crossroads Game, the first game in this series, puts 2-5 players in a small, weakened colony of survivors in a world where most of humanity is either dead or diseased, flesh-craving monsters. Each player leads a faction of survivors with dozens of different characters in the game.&#10;&#10;Dead of Winter is a meta-cooperative psychological survival game. This means players are working together toward one common victory condition &mdash; but for each individual player to achieve victory, he must also complete his personal secret objective. This secret objective could relate to a psychological tick that's fairly harmless to most others in the colony, a dangerous obsession that could put the main objective at risk, a desire for sabotage of the main mission, or (worst of all) vengeance against the colony! Certain games could end with all players winning, some winning and some losing, or all players losing. Work toward the group's goal, but don't get walked all over by a loudmouth who's looking out only for his own interests!&#10;&#10;Dead of Winter is an experience that can be accomplished only through the medium of tabletop games. It's a story-centric game about surviving through a harsh winter in an apocalyptic world. The survivors are all dealing with their own psychological imperatives, but must still find a way to work together to fight off outside threats, resolve crises, find food and supplies, and keep the colony's morale up.&#10;&#10;Dead of Winter has players making frequent, difficult, heavily- thematic, wildly-varying decisions that often have them deciding between what is best for the colony and what is best for themselves.&#10;&#10;",2014,2,5,1,9,211,7,74,168,43,233,14,247,91,2,107,149,36,0,0,0,0,0,0,0,0,0,210,45,210,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,22302,7.87395,7.72166,1.38848,31182,475,1017,6500,3388,1048,3
146021,boardgame,//cf.geekdo-images.com/images/pic1872452_t.jpg,//cf.geekdo-images.com/images/pic1872452.jpg,Eldritch Horror,"Game description from the publisher:&#10;&#10;Across the globe, ancient evil is stirring. Now, you and your trusted circle of colleagues must travel around the world, working against all odds to hold back the approaching horror. Foul monsters, brutal encounters, and obscure mysteries will take you to your limit and beyond. All the while, you and your fellow investigators must unravel the otherworldy mysteries scattered around the globe in order to push back the gathering mayhem that threatens to overwhelm humanity. The end draws near! Do you have the courage to prevent global destruction?&#10;&#10;Eldritch Horror is a cooperative game of terror and adventure in which one to eight players take the roles of globetrotting investigators working to solve mysteries, gather clues, and protect the world from an Ancient One &ndash; that is, an elder being intent on destroying our world. Each Ancient One comes with its own unique decks of Mystery and Research cards, which draw you deeper into the lore surrounding each loathsome creature. Discover the true name of Azathoth or battle Cthulhu on the high seas.&#10;&#10;While the tasks on these Mystery cards (along with the locations of otherworldly gates, menacing monsters, and helpful clues) will often inform both your travel plans and the dangers you confront, you can find adventure anywhere in the world...even where you least expect it. It is during the Encounter Phase of each turn that players resolve combat or, alternatively, build their investigators' personal stories by reading an encounter narrative from one of several types of Encounter cards. You might go head to head with a monster in Istanbul or find yourself in a tough spot with the crime syndicate in a major city. Maybe you will embark on an expedition to the Pyramids or research a clue you uncover in the unnamed wilderness. You may even find your way through a gate and explore a dimension beyond time and space.&#10;&#10;Should you fail an encounter, the cost is steep. If you are fortunate, you will merely incur physical or mental trauma. However, you might also be compelled to take a Condition card, which represents a specific injury or restriction gained throughout your journey, such as a Leg Injury or Amnesia. You could find yourself getting in over your head to acquire assets and receive a Debt condition &ndash; or maybe you'll owe a favor to something far more insidious than a debt collector, and enter into a Dark Pact! Whatever your condition, you would be wise to find a resolution with haste; many conditions have a &quot;reckoning effect&quot; which, if triggered, ensure a much more sinister fate.&#10;&#10;All the while, the arrival of the Ancient One approaches. Its malign influence is manifested in Eldritch Horror as you draw Mythos Cards, which govern the appearance of otherworldly gates, fearsome monsters, and other ominous elements. Mythos cards keep your investigators under pressure, introducing new threats, even as the arrival of the Great Old One draws nearer! Since the investigators draw a new Mythos card each round, they're certain to have their hands full battling foul creatures and following up on strange rumors, even as they work to solve their three all-important mysteries.&#10;&#10;With twelve unique investigators, two hundred-fifty tokens, and over three hundred cards, Eldritch Horror presents an epic, world-spanning adventure with each and every game.&#10;&#10;",2013,1,8,31,180,75,81,211,33,85,193,21,259,82,4,40,160,73,34,116,115,3,37,210,4,37,219,240,120,240,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15790,7.94456,7.71185,1.46345,24022,298,818,5237,2711,1005,3.3095
